SEQ_NAME	START	END	STRAND	FEATURE_NAME	GENE_NAME	ALIASES	DESCRIPTION	TXN_START	TXN_END	CDS_START	CDS_END	EXON_COUNT	EXON_STARTS	EXON_ENDS	ISOFORM_NAME	IS_PRIMARY
NC_000964.3	2557673	2557969	-	BSU24710	comGC	gene		2557673	2557969	2557673	2557969	1	2557673	2557969	Y	
NC_000964.3	2557983	2558954	-	BSU24720	comGB	gene		2557983	2558954	2557983	2558954	1	2557983	2558954	Y	
NC_000964.3	2559007	2560077	-	BSU24730	comGA	gene		2559007	2560077	2559007	2560077	1	2559007	2560077	Y	
NC_000964.3	2560489	2561442	-	BSU24740	yqxL	gene		2560489	2561442	2560489	2561442	1	2560489	2561442	Y	
NC_000964.3	2561585	2562913	+	BSU24750	yqhB	gene		2561585	2562913	2561585	2562913	1	2561585	2562913	Y	
NC_000964.3	2562966	2563802	-	BSU24760	rsbRD	gene		2562966	2563802	2562966	2563802	1	2562966	2563802	Y	
NC_000964.3	2563889	2563959	+	BSU_TRNA_73	trnSL-Gln1	tRNA		2563889	2563959	2563889	2563959	1	2563889	2563959	Y	
NC_000964.3	2564026	2564406	-	BSU24770	mgsR	gene		2564026	2564406	2564026	2564406	1	2564026	2564406	Y	
NC_000964.3	2564638	2564883	+	BSU24780	yqgY	gene		2564638	2564883	2564638	2564883	1	2564638	2564883	Y	
NC_000964.3	2564923	2565558	-	BSU24790	yqgX	gene		2564923	2565558	2564923	2565558	1	2564923	2565558	Y	
NC_000964.3	2565715	2565888	+	BSU24800	yqgW	gene		2565715	2565888	2565715	2565888	1	2565715	2565888	Y	
NC_000964.3	2565920	2566234	-	BSU24810	yqgV	gene		2565920	2566234	2565920	2566234	1	2565920	2566234	Y	
NC_000964.3	2566237	2567298	-	BSU24820	yqgU	gene		2566237	2567298	2566237	2567298	1	2566237	2567298	Y	
NC_000964.3	2567360	2568490	-	BSU24830	yqgT	gene		2567360	2568490	2567360	2568490	1	2567360	2568490	Y	
NC_000964.3	2568573	2570489	-	BSU24840	yqgS	gene		2568573	2570489	2568573	2570489	1	2568573	2570489	Y	
NC_000964.3	2569624	2570653	+	BSU_none_133	S931	ncRNA		2569624	2570653	2569624	2570653	1	2569624	2570653	Y	
NC_000964.3	2570606	2571571	-	BSU24850	glcK	gene		2570606	2571571	2570606	2571571	1	2570606	2571571	Y	
NC_000964.3	2571582	2571797	-	BSU24860	yqgQ	gene		2571582	2571797	2571582	2571797	1	2571582	2571797	Y	
NC_000964.3	2571907	2573430	-	BSU24870	glpG	gene		2571907	2573430	2571907	2573430	1	2571907	2573430	Y	
NC_000964.3	2573520	2573693	-	BSU24880	yqgO	gene		2573520	2573693	2573520	2573693	1	2573520	2573693	Y	
NC_000964.3	2573760	2574323	-	BSU24890	yqgN	gene		2573760	2574323	2573760	2574323	1	2573760	2574323	Y	
NC_000964.3	2574408	2574557	-	BSU24900	rpmGA	gene		2574408	2574557	2574408	2574557	1	2574408	2574557	Y	
NC_000964.3	2574641	2575720	-	BSU24910	yqgM	gene		2574641	2575720	2574641	2575720	1	2574641	2575720	Y	
NC_000964.3	2575717	2576187	-	BSU24920	yqgL	gene		2575717	2576187	2575717	2576187	1	2575717	2576187	Y	
NC_000964.3	2576367	2576720	+	BSU24930	yqzD	gene		2576367	2576720	2576367	2576720	1	2576367	2576720	Y	
NC_000964.3	2576717	2577181	+	BSU24940	yqzC	gene		2576717	2577181	2576717	2577181	1	2576717	2577181	Y	
NC_000964.3	2577210	2577992	-	BSU24950	pstBB	gene		2577210	2577992	2577210	2577992	1	2577210	2577992	Y	
NC_000964.3	2578003	2578812	-	BSU24960	pstBA	gene		2578003	2578812	2578003	2578812	1	2578003	2578812	Y	
NC_000964.3	2578833	2579717	-	BSU24970	pstA	gene		2578833	2579717	2578833	2579717	1	2578833	2579717	Y	
NC_000964.3	2579717	2580646	-	BSU24980	pstC	gene		2579717	2580646	2579717	2580646	1	2579717	2580646	Y	
NC_000964.3	2580715	2581617	-	BSU24990	pstS	gene		2580715	2581617	2580715	2581617	1	2580715	2581617	Y	
NC_000964.3	2581771	2583921	-	BSU25000	pbpA	gene		2581771	2583921	2581771	2583921	1	2581771	2583921	Y	
NC_000964.3	2584035	2585327	-	BSU25010	yqgE	gene		2584035	2585327	2584035	2585327	1	2584035	2585327	Y	
NC_000964.3	2585434	2586042	-	BSU25020	sodA	gene		2585434	2586042	2585434	2586042	1	2585434	2586042	Y	
NC_000964.3	2586221	2586703	-	BSU25030	yqgC	gene		2586221	2586703	2586221	2586703	1	2586221	2586703	Y	
NC_000964.3	2586813	2587580	+	BSU25040	yqgB	gene		2586813	2587580	2586813	2587580	1	2586813	2587580	Y	
NC_000964.3	2587996	2588424	-	BSU25050	yqgA	gene		2587996	2588424	2587996	2588424	1	2587996	2588424	Y	
NC_000964.3	2588701	2589000	+	BSU25060	yqfZ	gene		2588701	2589000	2588701	2589000	1	2588701	2589000	Y	
NC_000964.3	2589123	2590256	+	BSU25070	ispG	gene		2589123	2590256	2589123	2590256	1	2589123	2590256	Y	
NC_000964.3	2590282	2590671	-	BSU25080	yqfX	gene		2590282	2590671	2590282	2590671	1	2590282	2590671	Y	
NC_000964.3	2590804	2591385	+	BSU25090	yqfW	gene		2590804	2591385	2590804	2591385	1	2590804	2591385	Y	
NC_000964.3	2591428	2591865	-	BSU25100	zur	gene		2591428	2591865	2591428	2591865	1	2591428	2591865	Y	
NC_000964.3	2592003	2592884	-	BSU25110	yqfU	gene		2592003	2592884	2592003	2592884	1	2592003	2592884	Y	
NC_000964.3	2593000	2593254	+	BSU25120	yqfT	gene		2593000	2593254	2593000	2593254	1	2593000	2593254	Y	
NC_000964.3	2593281	2594174	-	BSU25130	yqfS	gene		2593281	2594174	2593281	2594174	1	2593281	2594174	Y	
NC_000964.3	2594184	2595500	-	BSU25140	cshB	gene		2594184	2595500	2594184	2595500	1	2594184	2595500	Y	
NC_000964.3	2595669	2596412	+	BSU25150	yqfQ	gene		2595669	2596412	2595669	2596412	1	2595669	2596412	Y	
NC_000964.3	2596535	2597479	+	BSU25160	ispH	gene		2596535	2597479	2596535	2597479	1	2596535	2597479	Y	
NC_000964.3	2597502	2598623	-	BSU25170	yqfO	gene		2597502	2598623	2597502	2598623	1	2597502	2598623	Y	
NC_000964.3	2598616	2599266	-	BSU25180	trmK	gene		2598616	2599266	2598616	2599266	1	2598616	2599266	Y	
NC_000964.3	2599523	2599885	-	BSU25190	cccA	gene		2599523	2599885	2599523	2599885	1	2599523	2599885	Y	
NC_000964.3	2600156	2602305	+	BSU_none_134	S951	ncRNA		2600156	2602305	2600156	2602305	1	2600156	2602305	Y	
NC_000964.3	2600214	2601329	-	BSU25200	sigA	gene		2600214	2601329	2600214	2601329	1	2600214	2601329	Y	
NC_000964.3	2601528	2603339	-	BSU25210	dnaG	gene		2601528	2603339	2601528	2603339	1	2601528	2603339	Y	
NC_000964.3	2602979	2603275	+	BSU25220	antE	gene		2602979	2603275	2602979	2603275	1	2602979	2603275	Y	
NC_000964.3	2603373	2603867	-	BSU25230	yqxD	gene		2603373	2603867	2603373	2603867	1	2603373	2603867	Y	
NC_000964.3	2604121	2604933	-	BSU25240	yqfL	gene		2604121	2604933	2604121	2604933	1	2604121	2604933	Y	
NC_000964.3	2604959	2605597	-	BSU25250	ccpN	gene		2604959	2605597	2604959	2605597	1	2604959	2605597	Y	
NC_000964.3	2605730	2607769	-	BSU25260	glyS	gene		2605730	2607769	2605730	2607769	1	2605730	2607769	Y	
NC_000964.3	2607762	2608649	-	BSU25270	glyQ	gene		2607762	2608649	2607762	2608649	1	2607762	2608649	Y	
NC_000964.3	2608694	2608916	-	Leader_glyQ	glyQ_leader	riboswitch		2608694	2608916	2608694	2608916	1	2608694	2608916	Y	
NC_000964.3	2608912	2610324	+	BSU_none_135	S956	ncRNA		2608912	2610324	2608912	2610324	1	2608912	2610324	Y	
NC_000964.3	2608946	2609713	-	BSU25280	recO	gene		2608946	2609713	2608946	2609713	1	2608946	2609713	Y	
NC_000964.3	2609750	2609893	-	BSU25289	yqzL	gene		2609750	2609893	2609750	2609893	1	2609750	2609893	Y	
NC_000964.3	2610041	2610946	-	BSU25290	era	gene		2610041	2610946	2610041	2610946	1	2610041	2610946	Y	
NC_000964.3	2610927	2611337	-	BSU25300	cdd	gene		2610927	2611337	2610927	2611337	1	2610927	2611337	Y	
NC_000964.3	2611456	2611827	-	BSU25310	dgkA	gene		2611456	2611827	2611456	2611827	1	2611456	2611827	Y	
NC_000964.3	2611808	2612281	-	BSU25320	yqfG	gene		2611808	2612281	2611808	2612281	1	2611808	2612281	Y	
NC_000964.3	2612282	2614417	-	BSU25330	yqfF	gene		2612282	2614417	2612282	2614417	1	2612282	2614417	Y	
NC_000964.3	2614496	2615455	-	BSU25340	phoH	gene		2614496	2615455	2614496	2615455	1	2614496	2615455	Y	
NC_000964.3	2615452	2616648	-	BSU25350	yqfD	gene		2615452	2616648	2615452	2616648	1	2615452	2616648	Y	
NC_000964.3	2616667	2616948	-	BSU25360	yqfC	gene		2616667	2616948	2616667	2616948	1	2616667	2616948	Y	
NC_000964.3	2617005	2617424	-	BSU25370	yqfB	gene		2617005	2617424	2617005	2617424	1	2617005	2617424	Y	
NC_000964.3	2617449	2618444	-	BSU25380	yqfA	gene		2617449	2618444	2617449	2618444	1	2617449	2618444	Y	
NC_000964.3	2618466	2619779	-	BSU25390	yqeZ	gene		2618466	2619779	2618466	2619779	1	2618466	2619779	Y	
NC_000964.3	2619910	2620356	-	BSU25400	yqeY	gene		2619910	2620356	2619910	2620356	1	2619910	2620356	Y	
NC_000964.3	2620371	2620544	-	BSU25410	rpsU	gene		2620371	2620544	2620371	2620544	1	2620371	2620544	Y	
NC_000964.3	2620717	2621640	+	BSU25420	yqeW	gene		2620717	2621640	2620717	2621640	1	2620717	2621640	Y	
NC_000964.3	2621677	2623032	-	BSU25430	rimO	gene		2621677	2623032	2621677	2623032	1	2621677	2623032	Y	
NC_000964.3	2623032	2623802	-	BSU25440	yqeU	gene		2623032	2623802	2623032	2623802	1	2623032	2623802	Y	
NC_000964.3	2623825	2624760	-	BSU25450	prmA	gene		2623825	2624760	2623825	2624760	1	2623825	2624760	Y	
NC_000964.3	2624785	2625912	-	BSU25460	dnaJ	gene		2624785	2625912	2624785	2625912	1	2624785	2625912	Y	
NC_000964.3	2626112	2627947	-	BSU25470	dnaK	gene		2626112	2627947	2626112	2627947	1	2626112	2627947	Y	
NC_000964.3	2627971	2628534	-	BSU25480	grpE	gene		2627971	2628534	2627971	2628534	1	2627971	2628534	Y	
NC_000964.3	2628606	2629637	-	BSU25490	hrcA	gene		2628606	2629637	2628606	2629637	1	2628606	2629637	Y	
NC_000964.3	2629718	2630857	-	BSU25500	hemN	gene		2629718	2630857	2629718	2630857	1	2629718	2630857	Y	
NC_000964.3	2630910	2632748	-	BSU25510	lepA	gene		2630910	2632748	2630910	2632748	1	2630910	2632748	Y	
NC_000964.3	2632882	2633220	-	BSU25520	yqxA	gene		2632882	2633220	2632882	2633220	1	2632882	2633220	Y	
NC_000964.3	2633237	2634442	-	BSU25530	spoIIP	gene		2633237	2634442	2633237	2634442	1	2633237	2634442	Y	
NC_000964.3	2634505	2635611	-	BSU25540	gpr	gene		2634505	2635611	2634505	2635611	1	2634505	2635611	Y	
NC_000964.3	2635815	2636081	+	BSU25550	rpsT	gene		2635815	2636081	2635815	2636081	1	2635815	2636081	Y	
NC_000964.3	2636096	2637139	-	BSU25560	holA	gene		2636096	2637139	2636096	2637139	1	2636096	2637139	Y	
NC_000964.3	2637203	2637542	-	BSU_none_136	S962	ncRNA		2637203	2637542	2637203	2637542	1	2637203	2637542	Y	
NC_000964.3	2637369	2637503	+	BSU25569	yqzM	gene		2637369	2637503	2637369	2637503	1	2637369	2637503	Y	
NC_000964.3	2637543	2639873	-	BSU25570	comEC	gene		2637543	2639873	2637543	2639873	1	2637543	2639873	Y	
NC_000964.3	2639877	2640446	-	BSU25580	comEB	gene		2639877	2640446	2639877	2640446	1	2639877	2640446	Y	
NC_000964.3	2640513	2641130	-	BSU25590	comEA	gene		2640513	2641130	2640513	2641130	1	2640513	2641130	Y	
NC_000964.3	2641214	2642035	+	BSU25600	comER	gene		2641214	2642035	2641214	2642035	1	2641214	2642035	Y	
NC_000964.3	2642101	2642844	-	BSU25610	yqeM	gene		2642101	2642844	2642101	2642844	1	2642101	2642844	Y	
NC_000964.3	2642841	2643197	-	BSU25620	yqeL	gene		2642841	2643197	2642841	2643197	1	2642841	2643197	Y	
NC_000964.3	2643215	2643775	-	BSU25630	yqeK	gene		2643215	2643775	2643215	2643775	1	2643215	2643775	Y	
NC_000964.3	2643765	2644334	-	BSU25640	nadD	gene		2643765	2644334	2643765	2644334	1	2643765	2644334	Y	
NC_000964.3	2644346	2644636	-	BSU25650	yqeI	gene		2644346	2644636	2644346	2644636	1	2644346	2644636	Y	
NC_000964.3	2644630	2645472	-	BSU25660	aroD	gene		2644630	2645472	2644630	2645472	1	2644630	2645472	Y	
NC_000964.3	2645490	2646590	-	BSU25670	yqeH	gene		2645490	2646590	2645490	2646590	1	2645490	2646590	Y	
NC_000964.3	2646594	2647112	-	BSU25680	yqeG	gene		2646594	2647112	2646594	2647112	1	2646594	2647112	Y	
NC_000964.3	2647456	2647614	+	BSU25690	sda	gene		2647456	2647614	2647456	2647614	1	2647456	2647614	Y	
NC_000964.3	2647753	2647845	-	BSU_none_30	S968	gene		2647753	2647845	2647753	2647845	1	2647753	2647845	Y	
NC_000964.3	2647920	2648651	-	BSU25700	yqeF	gene		2647920	2648651	2647920	2648651	1	2647920	2648651	Y	
NC_000964.3	2648903	2649655	-	BSU25710	cwlH	gene		2648903	2649655	2648903	2649655	1	2648903	2649655	Y	
NC_000964.3	2649842	2650468	+	BSU25720	yqeD	gene		2649842	2650468	2649842	2650468	1	2649842	2650468	Y	
NC_000964.3	2650487	2651380	-	BSU25730	yqeC	gene		2650487	2651380	2650487	2651380	1	2650487	2651380	Y	
NC_000964.3	2651632	2652354	+	BSU25740	yqeB	gene		2651632	2652354	2651632	2652354	1	2651632	2652354	Y	
NC_000964.3	2652387	2652797	-	BSU25750	nucB	gene		2652387	2652797	2652387	2652797	1	2652387	2652797	Y	
NC_000964.3	2653371	2654873	-	BSU25770	spoIVCA	gene		2653371	2654873	2653371	2654873	1	2653371	2654873	Y	
NC_000964.3	2655322	2655741	-	BSU25780	arsC	gene		2655322	2655741	2655322	2655741	1	2655322	2655741	Y	
NC_000964.3	2655753	2656793	-	BSU25790	arsB	gene		2655753	2656793	2655753	2656793	1	2655753	2656793	Y	
NC_000964.3	2656816	2657256	-	BSU25800	yqcK	gene		2656816	2657256	2656816	2657256	1	2656816	2657256	Y	
NC_000964.3	2657317	2657634	-	BSU25810	arsR	gene		2657317	2657634	2657317	2657634	1	2657317	2657634	Y	
NC_000964.3	2658006	2658770	-	BSU25820	yqcI	gene		2658006	2658770	2658006	2658770	1	2658006	2658770	Y	
NC_000964.3	2659213	2660340	+	BSU25830	rapE	gene		2659213	2660340	2659213	2660340	1	2659213	2660340	Y	
NC_000964.3	2660330	2660464	+	BSU25840	phrE	gene		2660330	2660464	2660330	2660464	1	2660330	2660464	Y	
NC_000964.3	2660574	2660732	+	BSU25850	yqzI	gene		2660574	2660732	2660574	2660732	1	2660574	2660732	Y	
NC_000964.3	2661102	2662697	+	BSU25860	yqcG	gene		2661102	2662697	2661102	2662697	1	2661102	2662697	Y	
NC_000964.3	2662712	2663290	+	BSU25870	yqcF	gene		2662712	2663290	2662712	2663290	1	2662712	2663290	Y	
NC_000964.3	2663551	2663913	-	BSU25880	yqxJ	gene		2663551	2663913	2663551	2663913	1	2663551	2663913	Y	
NC_000964.3	2663929	2664408	-	BSU25890	yqxI	gene		2663929	2664408	2663929	2664408	1	2663929	2664408	Y	
NC_000964.3	2664573	2665391	-	BSU25900	cwlA	gene		2664573	2665391	2664573	2665391	1	2664573	2665391	Y	
NC_000964.3	2664732	2666054	+	BSU_none_137	S975	ncRNA		2664732	2666054	2664732	2666054	1	2664732	2666054	Y	
NC_000964.3	2665436	2665858	-	BSU25910	yqxH	gene		2665436	2665858	2665436	2665858	1	2665436	2665858	Y	
NC_000964.3	2665903	2666796	-	BSU25920	yqxG	gene		2665903	2666796	2665903	2666796	1	2665903	2666796	Y	
NC_000964.3	2666884	2667048	-	BSU25930	yqcE	gene		2666884	2667048	2666884	2667048	1	2666884	2667048	Y	
NC_000964.3	2667045	2667380	-	BSU25940	yqcD	gene		2667045	2667380	2667045	2667380	1	2667045	2667380	Y	
NC_000964.3	2667390	2668490	-	BSU25950	yqcC	gene		2667390	2668490	2667390	2668490	1	2667390	2668490	Y	
NC_000964.3	2668493	2668765	-	BSU25960	yqcB	gene		2668493	2668765	2668493	2668765	1	2668493	2668765	Y	
NC_000964.3	2668762	2669340	-	BSU25970	yqcA	gene		2668762	2669340	2668762	2669340	1	2668762	2669340	Y	
NC_000964.3	2669324	2670370	-	BSU25980	yqbT	gene		2669324	2670370	2669324	2670370	1	2669324	2670370	Y	
NC_000964.3	2670363	2670788	-	BSU25990	yqbS	gene		2670363	2670788	2670363	2670788	1	2670363	2670788	Y	
NC_000964.3	2670801	2671064	-	BSU26000	yqbR	gene		2670801	2671064	2670801	2671064	1	2670801	2671064	Y	
NC_000964.3	2671061	2672041	-	BSU26010	yqbQ	gene		2671061	2672041	2671061	2672041	1	2671061	2672041	Y	
NC_000964.3	2672054	2672713	-	BSU26020	yqbP	gene		2672054	2672713	2672054	2672713	1	2672054	2672713	Y	
NC_000964.3	2672706	2677463	-	BSU26030	yqbO	gene		2672706	2677463	2672706	2677463	1	2672706	2677463	Y	
NC_000964.3	2678240	2678419	+	BSU26050	yqdB	gene		2678240	2678419	2678240	2678419	1	2678240	2678419	Y	
NC_000964.3	2678362	2678577	-	BSU_none_138	S976	ncRNA		2678362	2678577	2678362	2678577	1	2678362	2678577	Y	
NC_000964.3	2678579	2679086	-	BSU_none_139	S977	ncRNA		2678579	2679086	2678579	2679086	1	2678579	2679086	Y	
NC_000964.3	2678805	2678888	+	BSU_none_31	S978	gene		2678805	2678888	2678805	2678888	1	2678805	2678888	Y	
NC_000964.3	2679142	2679585	-	BSU26060	yqbM	gene		2679142	2679585	2679142	2679585	1	2679142	2679585	Y	
NC_000964.3	2679588	2680988	-	BSU26075	yqbK	gene		2679588	2680988	2679588	2680988	1	2679588	2680988	Y	
NC_000964.3	2680989	2681180	-	BSU26089	yqzN	gene		2680989	2681180	2680989	2681180	1	2680989	2681180	Y	
NC_000964.3	2681177	2681614	-	BSU26090	yqbJ	gene		2681177	2681614	2681177	2681614	1	2681177	2681614	Y	
NC_000964.3	2681627	2682130	-	BSU26100	yqbI	gene		2681627	2682130	2681627	2682130	1	2681627	2682130	Y	
NC_000964.3	2682127	2682489	-	BSU26110	yqbH	gene		2682127	2682489	2682127	2682489	1	2682127	2682489	Y	
NC_000964.3	2682486	2682881	-	BSU26120	yqbG	gene		2682486	2682881	2682486	2682881	1	2682486	2682881	Y	
NC_000964.3	2682885	2683196	-	BSU26130	yqbF	gene		2682885	2683196	2682885	2683196	1	2682885	2683196	Y	
NC_000964.3	2683207	2684142	-	BSU26140	yqbE	gene		2683207	2684142	2683207	2684142	1	2683207	2684142	Y	
NC_000964.3	2684161	2685129	-	BSU26150	yqbD	gene		2684161	2685129	2684161	2685129	1	2684161	2685129	Y	
NC_000964.3	2685162	2685815	-	BSU26160	yqbC	gene		2685162	2685815	2685162	2685815	1	2685162	2685815	Y	
NC_000964.3	2685856	2686773	-	BSU26170	yqbB	gene		2685856	2686773	2685856	2686773	1	2685856	2686773	Y	
NC_000964.3	2686770	2688302	-	BSU26180	yqbA	gene		2686770	2688302	2686770	2688302	1	2686770	2688302	Y	
NC_000964.3	2688306	2689601	-	BSU26190	yqaT	gene		2688306	2689601	2688306	2689601	1	2688306	2689601	Y	
NC_000964.3	2689594	2690313	-	BSU26200	yqaS	gene		2689594	2690313	2689594	2690313	1	2689594	2690313	Y	
NC_000964.3	2690381	2690845	-	BSU26210	yqaR	gene		2690381	2690845	2690381	2690845	1	2690381	2690845	Y	
NC_000964.3	2690989	2691444	-	BSU26220	yqaQ	gene		2690989	2691444	2690989	2691444	1	2690989	2691444	Y	
NC_000964.3	2691642	2692571	+	BSU26230	yqaP	gene		2691642	2692571	2691642	2692571	1	2691642	2692571	Y	
NC_000964.3	2692645	2692851	-	BSU26240	yqaO	gene		2692645	2692851	2692645	2692851	1	2692645	2692851	Y	
NC_000964.3	2692933	2693361	-	BSU26250	yqaN	gene		2692933	2693361	2692933	2693361	1	2692933	2693361	Y	
NC_000964.3	2693457	2693606	-	BSU26259	yqzO	gene		2693457	2693606	2693457	2693606	1	2693457	2693606	Y	
NC_000964.3	2693597	2694457	-	BSU26260	yqaM	gene		2693597	2694457	2693597	2694457	1	2693597	2694457	Y	
NC_000964.3	2694420	2695097	-	BSU26270	yqaL	gene		2694420	2695097	2694420	2695097	1	2694420	2695097	Y	
NC_000964.3	2695173	2696027	-	BSU26280	yqaK	gene		2695173	2696027	2695173	2696027	1	2695173	2696027	Y	
NC_000964.3	2696030	2696989	-	BSU26290	yqaJ	gene		2696030	2696989	2696030	2696989	1	2696030	2696989	Y	
NC_000964.3	2697095	2697289	-	BSU26300	yqaI	gene		2697095	2697289	2697095	2697289	1	2697095	2697289	Y	
NC_000964.3	2697419	2697676	-	BSU26310	yqaH	gene		2697419	2697676	2697419	2697676	1	2697419	2697676	Y	
NC_000964.3	2697673	2698242	-	BSU26320	yqaG	gene		2697673	2698242	2697673	2698242	1	2697673	2698242	Y	
NC_000964.3	2698316	2698456	-	BSU26330	yqdA	gene		2698316	2698456	2698316	2698456	1	2698316	2698456	Y	
NC_000964.3	2698486	2698716	-	BSU26340	yqaF	gene		2698486	2698716	2698486	2698716	1	2698486	2698716	Y	
NC_000964.3	2698893	2699243	+	BSU26350	yqaE	gene		2698893	2699243	2698893	2699243	1	2698893	2699243	Y	
NC_000964.3	2699510	2699677	-	BSU26360	yqaD	gene		2699510	2699677	2699510	2699677	1	2699510	2699677	Y	
NC_000964.3	2700033	2700569	-	BSU26370	yqaC	gene		2700033	2700569	2700033	2700569	1	2700033	2700569	Y	
NC_000964.3	2700838	2701356	+	BSU26380	yqaB	gene		2700838	2701356	2700838	2701356	1	2700838	2701356	Y	
NC_000964.3	2701979	2702143	-	BSU26400	yrkS	gene		2701979	2702143	2701979	2702143	1	2701979	2702143	Y	
NC_000964.3	2702688	2703104	-	BSU26410	yrkR	gene		2702688	2703104	2702688	2703104	1	2702688	2703104	Y	
NC_000964.3	2703150	2704448	-	BSU26420	yrkQ	gene		2703150	2704448	2703150	2704448	1	2703150	2704448	Y	
NC_000964.3	2704435	2705130	-	BSU26430	yrkP	gene		2704435	2705130	2704435	2705130	1	2704435	2705130	Y	
NC_000964.3	2705398	2706615	+	BSU26440	yrkO	gene		2705398	2706615	2705398	2706615	1	2705398	2706615	Y	
NC_000964.3	2707127	2707684	+	BSU26450	yrkN	gene		2707127	2707684	2707127	2707684	1	2707127	2707684	Y	
NC_000964.3	2708175	2708699	-	BSU26470	yrkL	gene		2708175	2708699	2708175	2708699	1	2708175	2708699	Y	
NC_000964.3	2708943	2709419	-	BSU26480	yrkK	gene		2708943	2709419	2708943	2709419	1	2708943	2709419	Y	
NC_000964.3	2710002	2710787	-	BSU26490	yrkJ	gene		2710002	2710787	2710002	2710787	1	2710002	2710787	Y	
NC_000964.3	2710848	2711075	-	BSU26500	yrkI	gene		2710848	2711075	2710848	2711075	1	2710848	2711075	Y	
NC_000964.3	2711109	2712242	-	BSU26510	yrkH	gene		2711109	2712242	2711109	2712242	1	2711109	2712242	Y	
NC_000964.3	2712272	2712382	-	BSU_none_32	S991	gene		2712272	2712382	2712272	2712382	1	2712272	2712382	Y	
NC_000964.3	2712577	2713134	-	BSU26530	yrkF	gene		2712577	2713134	2712577	2713134	1	2712577	2713134	Y	
NC_000964.3	2713320	2713802	-	BSU26540	yrkE	gene		2713320	2713802	2713320	2713802	1	2713320	2713802	Y	
NC_000964.3	2713949	2714140	-	BSU26550	yrkD	gene		2713949	2714140	2713949	2714140	1	2713949	2714140	Y	
NC_000964.3	2714933	2715493	-	BSU26560	yrkC	gene		2714933	2715493	2714933	2715493	1	2714933	2715493	Y	
NC_000964.3	2715719	2715865	-	BSU26570	yrkB	gene		2715719	2715865	2715719	2715865	1	2715719	2715865	Y	
NC_000964.3	2716035	2716856	-	BSU26580	bltR	gene		2716035	2716856	2716035	2716856	1	2716035	2716856	Y	
NC_000964.3	2716973	2718175	+	BSU26590	blt	gene		2716973	2718175	2716973	2718175	1	2716973	2718175	Y	
NC_000964.3	2718344	2718802	+	BSU26600	bltD	gene		2718344	2718802	2718344	2718802	1	2718344	2718802	Y	
NC_000964.3	2718959	2720263	-	BSU26610	yrkA	gene		2718959	2720263	2718959	2720263	1	2718959	2720263	Y	
NC_000964.3	2720526	2720669	-	BSU26619	yrzO	gene		2720526	2720669	2720526	2720669	1	2720526	2720669	Y	
NC_000964.3	2720687	2721652	-	BSU26620	yrdR	gene		2720687	2721652	2720687	2721652	1	2720687	2721652	Y	
NC_000964.3	2721778	2722644	+	BSU26630	yrdQ	gene		2721778	2722644	2721778	2722644	1	2721778	2722644	Y	
NC_000964.3	2722767	2723804	-	BSU26640	yrdP	gene		2722767	2723804	2722767	2723804	1	2722767	2723804	Y	
NC_000964.3	2723892	2724827	-	BSU26650	czcD	gene		2723892	2724827	2723892	2724827	1	2723892	2724827	Y	
NC_000964.3	2725114	2725503	-	BSU26660	yrdN	gene		2725114	2725503	2725114	2725503	1	2725114	2725503	Y	
NC_000964.3	2725837	2726727	+	BSU26670	gltR	gene		2725837	2726727	2725837	2726727	1	2725837	2726727	Y	
NC_000964.3	2726885	2727163	-	BSU26680	yrdK	gene		2726885	2727163	2726885	2727163	1	2726885	2727163	Y	
NC_000964.3	2727160	2728482	-	BSU26690	brnQ	gene		2727160	2728482	2727160	2728482	1	2727160	2728482	Y	
NC_000964.3	2728647	2728979	-	BSU26700	azlD	gene		2728647	2728979	2728647	2728979	1	2728647	2728979	Y	
NC_000964.3	2728976	2729740	-	BSU26710	azlC	gene		2728976	2729740	2728976	2729740	1	2728976	2729740	Y	
NC_000964.3	2729753	2730226	-	BSU26720	azlB	gene		2729753	2730226	2729753	2730226	1	2729753	2730226	Y	
NC_000964.3	2730560	2730835	-	BSU26730	yrdF	gene		2730560	2730835	2730560	2730835	1	2730560	2730835	Y	
NC_000964.3	2731107	2732339	-	BSU26740	cypA	gene		2731107	2732339	2731107	2732339	1	2731107	2732339	Y	
NC_000964.3	2732980	2733543	-	BSU26760	yrdC	gene		2732980	2733543	2732980	2733543	1	2732980	2733543	Y	
NC_000964.3	2733772	2734143	-	BSU26770	yrdB	gene		2733772	2734143	2733772	2734143	1	2733772	2734143	Y	
NC_000964.3	2734953	2735456	-	BSU26780	yrdA	gene		2734953	2735456	2734953	2735456	1	2734953	2735456	Y	
NC_000964.3	2735682	2736536	-	BSU26790	aadK	gene		2735682	2736536	2735682	2736536	1	2735682	2736536	Y	
NC_000964.3	2736915	2737958	+	BSU26800	yrpB	gene		2736915	2737958	2736915	2737958	1	2736915	2737958	Y	
NC_000964.3	2738308	2739105	+	BSU26810	yrpC	gene		2738308	2739105	2738308	2739105	1	2738308	2739105	Y	
NC_000964.3	2739486	2740193	+	BSU26820	yrpD	gene		2739486	2740193	2739486	2740193	1	2739486	2740193	Y	
NC_000964.3	2740517	2740678	+	BSU_none_33	S1008	gene		2740517	2740678	2740517	2740678	1	2740517	2740678	Y	
